time,open,high,low,close,PVI High,PVI Low,10:30 High,10:30 Low,Buy Above,Major Resistance1,BuyTGT1,Sell Below,Major Support1,Sell TGT1,Major Resistance2,Buy TGT2,Major Support2,Sell TGT2,Major Resistance3,Buy TGT3,Major Support3,Sell TGT3,Major Resistance4,Buy TGT4,Major Support4,Sell TGT4,Major Resistance5,Buy TGT5,Major Support5,Sell TGT5,Conservative L,Conservative H,VWAP,20w SMA,21w EMA,VWAP Weekly,EMA,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,PW High,PW Low,PW Mid,PS Open,PS High,PS Low,PS Close,PS Mid,OMAR High,OMAR Low,OMAR Mid,RTH High,RTH Low,RTH Mid,ON High,ON Low,ON Mid,ON A U,ON A L,ON B U,ON B L,IB High,IB Low,IB Mid,IB A U,IB A L,IB B U,IB B L,IB C U,IB C L,IB D U,IB D L,Volume,Midday High,Midday Low,Midday High,Midday Low,Morning High,Morning Low,Morning High,Morning Low,Afternoon High,Afternoon Low,Afternoon High,Afternoon Low,Buy Above,R1,TGT1,Sell Below,S1,TGT1,R2,TGT2,S2,TGT2,R3,TGT3,S3,TGT3,R4,TGT4,S4,TGT4,R5,TGT5,S5,TGT5,EMA High,EMA Low,EMA HL2,3 EMA Open
1779876300,7547.25,7548.88,7546.88,7548.38,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.087837115645,7546.9335091222165,7538.13687820622,7522.420972893971,7545.994830862344,7514.563020237847,7553.852783518469,7506.705067581723,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7544.372910763882,7542.101812052813,7543.237361408348,7545.496772917519
1779876600,7548.13,7548.88,7547.38,7548.63,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.105313739515,7547.781754561109,7538.5861595364695,7522.444331827173,7546.657073391118,7514.373417972525,7554.727987245766,7506.302504117877,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.016780654756,7542.855838902411,7543.9363097785845,7546.81338645876
1779876900,7548.63,7548.88,7546.63,7546.63,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.1140421284845,7547.205877280554,7538.7913343652735,7522.467897751924,7546.953052671948,7514.30617944525,7555.114770978623,7506.144461138575,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.568669132648,7543.395004773495,7544.481836953072,7547.7216932293795
1779877200,7546.38,7546.88,7545.13,7546.88,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.123548002438,7547.0429386402775,7538.995283306851,7522.505536107019,7547.240156906767,7514.260662507103,7555.485030506683,7506.015788907187,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.756002113699,7543.642861234424,7544.699431674062,7547.050846614689
1779877500,7546.63,7546.63,7545.13,7545.63,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.130400083852,7546.336469320138,7539.13430640271,7522.536962853994,7547.4329781770675,7514.238291079636,7555.731649951425,7505.939619305278,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.880858954599,7543.855309629506,7544.868084292053,7546.840423307345
1779877800,7545.38,7545.63,7543.63,7543.63,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.142144098373,7544.983234660069,7539.342604844368,7522.607821382896,7547.709996575104,7514.24042965216,7556.07738830584,7505.873037921424,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.845021961085,7543.823122539577,7544.834072250331,7546.110211653673
1779878100,7543.88,7545.13,7543.38,7543.88,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.150457535521,7544.431617330034,7539.484018146292,7522.659988973733,7547.896032732572,7514.247974387453,7556.308047318852,7505.835959801173,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.7428759666445,7543.759819319637,7544.75134764314,7544.995105826836
1779878400,7544.13,7544.88,7543.38,7544.38,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.1594122874,7544.405808665017,7539.633710707543,7522.716248376533,7548.092441873048,7514.257517211028,7556.551173038553,7505.798786045523,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.61960797141,7543.705559416832,7544.66258369412,7544.562552913418
1779878700,7544.63,7545.63,7544.38,7544.88,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.17181632456,7544.642904332508,7539.847388279808,7522.787896569163,7548.37713413513,7514.258150713841,7556.906879990453,7505.728404858519,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.621092546923,7543.80190807157,7544.711500309246,7544.596276456708
1779879000,7544.88,7545.38,7544.63,7545.38,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.178137188942,7545.0114521662545,7539.9549372756155,7522.824164712925,7548.520323556961,7514.25877843158,7557.085709838306,7505.693392150235,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.586650754505,7543.9202069184885,7544.753428836497,7544.738138228355
1779879300,7545.38,7546.88,7545.13,7545.63,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.189839307893,7545.320726083128,7540.160532464948,7522.885532319275,7548.798032537785,7514.248032246438,7557.4355326106215,7505.610532173601,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7545.771414932433,7544.093034501561,7544.932224716998,7545.059069114177
1779879600,7545.88,7550.38,7545.88,7548.38,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.220926093476,7546.8503630415635,7540.763942715845,7523.001744026029,7549.6450420607525,7514.120644681121,7558.52614140566,7505.239545336213,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7546.429784227799,7544.348315287052,7545.389049757427,7545.469534557089
1779879900,7548.5,7548.5,7545.63,7546.38,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.238900898309,7546.615181520781,7541.06413227706,7523.09375694621,7550.0493199424845,7514.108569280786,7559.034507607909,7505.123381615361,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7546.725529338114,7544.531413103187,7545.628471220652,7546.9847672785445
1779880200,7546.63,7547.63,7544.88,7547.13,,,,,7480.42,7508.2,7548.75,7454.04,7429.06,7396.91,7589.89,7630.44,7358.91,7326.76,7671.58,7712.13,7288.76,7256.61,7753.27,7793.82,7218.61,7186.46,7834.96,7875.51,7148.46,7116.31,7187.271880845168,7760.109278705518,,,,7525.252518992874,7546.872590760391,7541.278595121448,7523.1682038565195,7550.333790753913,7514.113008224055,7559.388986386377,7505.057812591591,7506.88,7333.78,7420.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,,,,,,,,,,,,,7521.282987220897,7531.32193773712,7546.547002432461,7512.083375174283,7503.695323819501,7493.435854258181,7561.288940169581,7576.514004864923,7480.551178077682,7470.291708516363,7591.2559426020425,7606.481007297384,7457.407032335864,7447.147562774544,7621.222945034504,7636.448009729846,7434.262886594045,7424.003417032725,7651.189947466965,7666.415012162307,7411.118740852226,7400.859271290907,7546.854739432669,7544.581211231303,7545.717975331987,7546.807383639272
